-0.086592	0.097958	0.103482	-0.112131	-0.072006	-0.095692	-0.027895	-0.051997	-0.062656	-0.107297	-0.016760	0.086508	0.061421	-0.059621	0.082197	0.102508	-0.070839	-0.015755	-0.087012	0.075699	0.104432	-0.072838	0.065535	0.076145	-0.057023	-0.050729	-0.109345	-0.061913	0.104658	-0.096843	0.057601	-0.033363	0.026529	-0.026909	0.110967	0.048868	-0.013335	-0.103392	0.056935	0.054784	0.055162	-0.106616	0.008205	0.029114	0.002933	-0.049388	0.018631	0.108891	0.058518	-0.020206	
0.087805	0.004200	0.064106	-0.086529	-0.078925	0.094455	0.084452	-0.050219	0.014797	0.023509	-0.031129	0.021740	0.021667	0.076274	-0.052782	0.084668	-0.078188	-0.079221	-0.037461	0.018760	0.070225	0.008957	0.083486	0.089105	-0.016720	0.072641	-0.075276	-0.056153	-0.029461	-0.034202	0.072154	-0.009239	-0.060453	0.025042	0.039982	0.063489	-0.090314	0.107332	-0.004508	0.037252	0.054048	0.030858	0.003099	0.106978	-0.046132	0.011917	-0.083860	0.018415	0.092894	0.064168	
-0.052830	-0.088228	-0.075481	-0.070092	-0.083447	0.038769	-0.055050	-0.054348	0.035105	0.107844	-0.016122	0.027841	-0.028613	-0.074448	-0.024872	-0.011765	-0.053933	-0.069551	-0.030979	0.028412	-0.022230	0.103217	0.104923	0.056813	0.037800	-0.101948	-0.042882	-0.105640	0.081695	0.019296	0.001655	0.094691	-0.063402	0.015297	-0.011150	-0.017698	0.024314	0.105814	0.042746	-0.066410	-0.089244	-0.055921	-0.088468	0.085503	0.032200	-0.054979	-0.073468	0.044704	0.006378	-0.016981	
-0.131891	-0.164438	0.169509	0.123664	-0.040850	-0.090783	0.025620	-0.030618	-0.014503	-0.137518	-0.137955	0.104983	-0.118312	-0.202535	-0.063194	0.070531	0.086666	0.090865	0.018019	-0.042279	0.013968	-0.161415	0.160840	-0.066948	0.103904	-0.071637	0.126113	0.148230	-0.096469	0.094031	-0.136295	-0.121204	-0.156587	0.135064	-0.123221	0.014594	-0.126612	-0.096921	0.009806	0.127872	-0.033027	0.014056	0.195886	-0.110345	-0.163488	-0.120655	0.095242	0.167611	0.114935	-0.038875	
0.045559	-0.068954	0.052981	0.051160	-0.098287	-0.060210	0.004748	0.063341	0.067534	0.076725	-0.069332	-0.056468	0.065300	0.108099	0.070181	-0.058640	-0.090631	-0.021836	0.054475	0.017989	-0.026801	-0.012872	0.099952	0.032590	0.101776	-0.033357	0.066462	0.095016	-0.022154	0.103724	-0.059259	0.036947	-0.012824	0.029805	0.046507	0.078182	0.066725	0.073040	0.038489	0.094351	0.046219	-0.051777	0.097617	0.054790	0.029265	-0.030239	0.092622	0.052218	0.019715	-0.013909	
-0.062105	-0.025498	-0.086098	-0.042988	0.023834	0.116003	-0.084797	-0.072457	-0.073390	0.018368	-0.010368	0.108728	0.032378	0.056936	-0.014602	-0.044375	0.028923	-0.095361	-0.115343	0.112788	0.038333	0.042286	-0.102557	-0.039109	-0.074037	-0.020593	-0.019473	-0.022273	-0.053109	0.034162	0.028833	-0.030712	0.023538	0.005848	0.076880	-0.043722	-0.050453	-0.098994	0.021248	0.033242	-0.044258	0.106297	0.091959	0.103389	0.075811	0.011261	0.084998	0.098424	-0.109639	-0.055581	
0.092644	-0.026704	-0.012054	-0.010211	0.104044	0.028161	0.096384	0.047399	-0.037437	-0.013138	-0.151353	0.012193	-0.061468	-0.012118	0.042370	-0.082185	-0.046576	-0.027971	0.104592	0.041500	-0.125267	0.083292	0.094242	-0.144035	-0.059255	0.111306	0.040035	-0.115393	0.079853	-0.095928	0.066641	0.125799	0.013235	0.031901	-0.108261	0.077746	-0.116053	-0.136435	0.121947	0.005841	-0.071886	-0.024294	0.023953	0.117667	0.098646	-0.005970	-0.071639	0.001647	-0.065778	0.114289	
-0.024772	0.084633	0.015530	0.155774	0.157138	-0.172893	0.140115	0.003062	-0.152336	0.010178	-0.070514	-0.049787	-0.150464	-0.011967	0.091683	0.236594	-0.051276	0.046009	0.040472	-0.166106	0.136715	-0.182697	0.163587	-0.002535	0.036606	0.103790	-0.066877	0.039217	0.134911	0.027652	0.071657	-0.129615	0.211250	-0.107064	0.124449	-0.129318	0.009656	-0.098795	-0.041616	0.161141	0.181160	-0.108989	-0.059795	0.180929	0.087993	-0.179807	0.001060	0.200013	0.071193	0.077635	
-0.229536	0.238384	-0.150237	0.231991	0.104911	-0.203048	-0.187556	-0.273444	0.218052	-0.248939	0.056644	-0.262513	0.238181	0.139217	0.172589	0.089846	0.123069	-0.241917	0.241094	-0.218779	-0.212165	0.087938	0.097035	-0.100688	-0.228688	-0.149873	-0.243735	0.213995	-0.205395	0.207282	-0.240153	0.165698	-0.140523	0.241488	0.183289	0.239048	0.249970	-0.185765	0.214703	-0.233825	-0.180054	0.233984	-0.060483	0.001979	-0.133235	0.183948	-0.246354	0.065321	-0.274264	0.120977	
-0.034514	0.031439	0.055527	0.075525	-0.024149	-0.035536	-0.049503	-0.096631	-0.027703	0.097315	0.026652	-0.007136	0.049006	-0.085892	-0.042317	-0.144602	-0.124099	-0.026534	0.019622	-0.101156	0.109697	0.106072	0.101136	0.081565	-0.091524	-0.087856	-0.088258	0.123637	0.113373	0.027382	-0.082372	0.081018	0.138752	0.096920	-0.108516	0.077892	-0.068988	0.040012	-0.016727	0.078430	0.079556	-0.111626	-0.119217	0.005761	-0.017990	0.119819	0.074626	0.133438	-0.070799	0.139856	
