-0.108921	0.445107	0.044213	0.070256	-0.136572	0.068604	0.367612	0.022324	-0.628312	0.052469	-0.406372	-0.057318	-0.140185	-0.002237	0.559464	-0.048001	0.401536	-0.179331	-0.283780	0.526575	0.254635	0.404234	0.274508	0.257351	-0.467449	-0.573418	-0.314686	0.303641	0.090716	-0.283169	0.371616	0.319024	0.276360	0.239676	0.083465	-0.326348	0.308318	-0.524395	-0.031134	-0.522914	0.211949	-0.364790	0.032334	-0.051450	-0.266129	-0.019209	-0.095278	-0.047469	-0.710335	0.666768	
0.272339	0.445542	-0.294185	0.247337	-0.175515	-0.318816	0.077499	-0.572535	-1.020373	0.401455	-0.240875	-0.237814	-0.039390	0.808783	1.000122	-0.719285	-0.357546	-0.302706	0.038002	0.798224	0.539095	-0.347588	0.065261	0.131969	-0.158022	-0.268973	0.105990	-0.192725	-0.931362	0.227709	-0.000388	0.554558	0.841354	0.278784	0.317786	-1.226449	-0.415932	-0.111135	0.911099	-0.405339	0.673284	-0.706767	-0.677735	-0.526981	0.349329	-0.727282	-0.154805	0.228038	-0.590941	0.539494	
-0.403726	0.168152	0.088779	0.151043	0.684054	-0.555832	0.050668	-0.497871	-0.315281	-0.467556	-0.190655	0.484639	0.882128	0.508218	1.086185	-0.435539	-0.233036	0.055324	0.281717	0.939456	0.273080	-0.180503	0.725150	0.319704	0.215475	-0.575143	0.250660	0.040490	-0.456786	0.281522	-0.351587	0.873769	0.319594	0.049043	-0.315671	-0.614790	-0.206753	-0.955371	-0.383026	-0.514136	-0.876032	-0.083715	-0.682898	-0.344579	0.114540	0.520840	-0.503689	0.613397	-0.525363	-0.582614	
-1.005634	0.237933	-1.748969	0.666307	-0.388981	-0.758132	0.256334	-1.358755	-0.831989	0.473362	-0.614535	-0.702179	-0.494233	0.361588	1.491895	-0.642214	0.464152	0.265779	-0.451895	1.190566	1.602230	0.438993	1.217013	1.078636	0.132752	-1.971171	0.929305	-0.417980	0.538509	0.336381	-0.325632	1.075856	0.253504	0.619471	0.257753	0.235608	-0.129238	-1.415106	0.779263	0.037209	0.534250	-0.350481	0.541468	-0.961528	1.221823	0.100698	-0.457571	0.659435	-1.024965	0.563640	
0.032506	0.357332	-0.180513	0.150329	-0.145699	-0.317104	0.090486	-0.382295	-0.681347	0.149512	-0.147726	-0.064448	0.058384	0.478124	0.791963	-0.343549	-0.259474	-0.152629	0.013885	0.408157	0.394376	-0.175829	-0.034515	0.127376	-0.051670	-0.238848	-0.030440	-0.150129	-0.561495	0.043605	0.107968	0.290715	0.595366	0.229965	0.199274	-0.842694	-0.377091	-0.039455	0.615458	-0.253927	0.439880	-0.489046	-0.455112	-0.268683	0.194591	-0.580006	-0.110134	0.112276	-0.480417	0.351074	
-0.129610	0.299289	-0.263430	0.340844	-0.388406	-0.531069	0.234673	0.206068	-0.238116	0.124614	0.072763	-0.017959	-0.441387	0.175356	0.469420	-0.191252	0.162776	0.008926	-0.236758	0.509103	0.260726	-0.199018	0.408089	0.472626	-0.324531	-0.599705	-0.097630	0.261046	0.151187	-0.122793	0.426032	0.386104	-0.361341	0.349759	-0.232626	-0.311610	0.177605	-0.139590	0.470910	-0.689925	-0.360475	-0.190299	0.053648	-0.168604	-0.319765	0.042819	-0.100620	0.066704	-0.176295	-0.168422	
-0.417196	0.488286	-0.471848	-0.202997	-0.402577	-0.936773	-0.117410	0.302532	-0.166026	0.236635	-0.934707	-1.318446	-0.896266	0.803239	0.065978	-0.873854	1.031539	-0.734095	0.593894	0.919795	0.624626	0.408115	0.051483	0.166006	0.200535	-1.160663	-0.284000	0.525122	0.102445	-0.222264	0.461940	0.003474	-0.109859	0.674107	1.456748	-0.870350	-0.081744	-0.223822	-0.318286	-0.566699	0.090100	-0.145298	1.125249	-0.860716	-0.217552	-0.328211	0.427719	0.737118	-1.161669	0.769597	
0.782494	0.434920	0.705248	0.439594	0.042933	-0.250730	-0.074078	0.395650	-0.518997	-1.036647	-0.712194	0.554520	-0.706881	-0.043396	0.487688	-1.578633	0.628262	-0.398923	0.334676	0.731697	1.112666	0.499843	-0.684521	-0.426548	-0.536907	0.021285	0.089077	0.503763	-1.371600	0.037203	0.400537	0.755372	-0.099552	0.656150	0.187997	-0.578202	0.439908	-0.466844	-0.728537	-0.169874	-0.323389	-0.321664	-0.426767	-1.008920	-0.209355	0.296731	0.355072	0.773159	0.845370	0.124671	
0.665956	-0.642522	-1.449893	-0.426159	1.762371	1.532626	-1.106403	1.884787	0.398952	0.243777	-1.390372	0.442511	-0.164872	1.867653	-1.503814	-0.256455	-1.329355	1.672946	1.948542	-1.365439	1.140753	2.575561	1.208274	0.017036	-0.748048	-0.565221	-0.737563	1.567742	0.763312	2.087541	-2.631399	-0.395390	0.694211	1.464539	0.703792	1.868053	-0.209512	0.385908	-0.090606	-0.022149	0.246329	0.556557	0.618242	1.557972	0.855742	-1.153775	-0.880719	-0.091448	-2.055188	0.166952	
0.017901	1.087361	-0.515594	-0.681934	-0.074056	0.554621	0.262442	-0.307807	-1.011207	0.684538	-0.113584	0.344443	0.763637	0.866409	0.501226	-1.025367	0.031141	-0.100551	-1.331282	1.434481	0.236027	-1.081348	0.717926	0.811500	-0.622255	-0.919619	-0.587691	-0.362918	-0.265842	-0.783440	0.061604	-0.729903	1.918120	-1.081773	0.062818	-0.122343	-0.436294	-0.665884	-1.093785	-1.024917	0.553341	-0.682761	-0.749075	0.165141	-0.490704	-1.222989	-1.133901	0.059676	0.976303	-0.202820	
